Company,Tender,TenderNo,ProcurementCategory,GovtAgency,RegNo,MOFRegNo,Value
INAI KIARA - HWA CHI JV,"THE PROPOSED CONSTRUCTION AND COMPLETION OF BREAKWATER FOR THE NEW DEEP WATER TERMINAL AT KUANTAN PORT, PAHANG FOR THE EAST COAST ECONOMIC REGION DEVELOPMENT COUNCIL (ECERDC)",IN/T12-043,KERJA,JABATAN PERDANA MENTERI,WAIVED,,808330222.2
